"","x"
"1",1.93494004190322
"2",2.1424709313262
"3",2.34723730839475
"4",2.2100056466021
"5",2.43592889492661
"6",3.19778104664192
"7",3.41676702583825
"8",3.2902536178151
"9",3.17636105805338
"10",3.84671429480186
"11",3.89388189696884
"12",3.83350613980622
"13",3.63019010347942
"14",4.03849952330163
"15",5.06962047637225
"16",5.00603984913319
"17",4.19641686827959
"18",5.16730190503146
"19",5.72706750786905
"20",4.90060226671567
"21",6.43521649448984
"22",5.58884410217998
"23",6.544869100686
"24",5.45061513662584
"25",6.96908570213043
"26",7.04024709674696
"27",7.28897656193263
"28",6.14669424902048
"29",7.62407951702394
"30",7.50233507185834
"31",8.0841740595228
"32",9.35477083715079
"33",8.84893047402377
"34",7.33224363484175
"35",9.16867587095235
"36",8.57434061721109
"37",9.31477687531739
"38",8.31744415770289
"39",9.85486010391039
"40",10.8788237092768
"41",10.6093904022647
"42",10.1391130100438
"43",8.14475003429598
"44",11.9310406599966
"45",11.2306796053099
"46",11.8289289172391
"47",11.6026414513596
"48",11.0746302255462
"49",9.83762772258566
"50",10.7317246803606
"51",13.7905273647781
"52",9.75601039447662
"53",11.5918457195862
"54",13.6950221837182
"55",13.9153948598343
"56",12.6775355375438
"57",13.7506713914206
"58",14.4193991015922
"59",15.1533885542067
"60",14.3134777976333
"61",12.6379713852325
"62",13.115165779027
"63",12.6622801821049
"64",14.0728211822723
"65",15.1794395457631
"66",16.4127022047534
"67",13.9371297621973
"68",15.4057363238171
"69",14.9547329628955
"70",12.8369632592606
"71",16.7603505743452
"72",16.1730689009238
"73",16.7265724063397
"74",17.5163678206716
"75",18.1478916411543
"76",17.8515916250419
"77",14.9421234844335
"78",19.026108190202
"79",15.1569763346005
"80",19.7839803734397
"81",15.4394763788903
"82",18.3467934291435
"83",17.1599551755226
"84",19.1458969934812
"85",19.2877351417602
"86",15.3080347896178
"87",17.5423910703394
"88",18.8035801856286
"89",20.1698685038638
"90",19.3353495889881
"91",21.7794005221553
"92",19.260136457546
"93",19.391721510486
"94",20.1537403454778
"95",19.7066218084859
"96",21.9069582593393
"97",21.4475298491777
"98",19.083292440295
"99",23.3501603758384
"100",21.6426968269735
"101",23.285993201895
"102",25.2013756068626
"103",22.9601876788518
"104",22.136157052559
"105",25.4526413350151
"106",24.949015408645
"107",20.5155123495483
"108",21.1620060273165
"109",24.3973031980237
"110",23.5091516853354
"111",23.6050176857691
"112",23.1290668694944
"113",21.1813100590188
"114",22.019040114938
"115",24.2219919907661
"116",23.2067359670529
"117",27.4102416279684
"118",28.1762950834725
"119",24.399138693739
"120",24.5839083313544
"121",28.417003076893
"122",29.0625249699042
"123",30.7038375236342
"124",25.2534691436028
"125",28.7915965917391
"126",23.3791952469764
"127",23.3412624294389
"128",28.421684902014
"129",28.3583396500658
"130",31.3715694599622
"131",27.1438771495135
"132",26.639003027077
"133",27.4005783373542
